review,sentiment,cleaned_review
"Anyone who lived through the ages of Revenge of the Nerds and Girlpower will appreciate this film. It is one of those films that delivers everything you want in a ""spring break movie"" PLUS it makes fun of the college film genre. It's funny, it's got a cast to die for (Amy Pohler! Rachel Dratch!, Sophie Monk!, Parker Posey! Jane Lynch! Amber Tamblyn! Missi Pyle!) and its guaranteed to make you laugh out loud. Writer/ actor Rachel Dratch is a comic genius and Sophie Monk is such a great villain. Wilson Phillips! OMG! (I'm just repeating myself now...) It will live on with girls who like Miranda July but feel like eating ice cream and pretending they're dumb.",positive,anyon live age reveng nerd girlpow appreci film deliv everyth want spring break plu make fun colleg genr funni got cast die ami pohler rachel dratch sophi monk parker posey jane lynch amber tamblyn missi pyle guarante make laugh loud writer actor rachel dratch comic geniu sophi monk great villain wilson phillip omg repeat live girl like miranda juli feel like eat ice cream pretend theyr dumb
"Arguably the finest serial ever made(no argument here thus far) about Earthman Flash Gordon, Professor Zarkov, and beautiful Dale Arden traveling in a rocket ship to another universe to save the planet. Along the way, in spellbinding, spectacular, and action-packed chapters Flash and his friends along with new found friends such as Prince Barin, Prince Thun, and the awesome King Vultan pool their resources together to fight the evils and armies of the merciless Ming of Mongo and the jealous treachery of his daughter Priness Aura(now she's a car!). This serial is not just a cut above most serials in terms of plot, acting, and budget - it is miles ahead in these areas. Produced by Universal Studios it has many former sets at its disposable like the laboratory set from The Bride of Frankenstein and the Opera House from The Phantom of the Opera just to name a few. The production values across the board are advanced, in my most humble opinion, for 1936. The costumes worn by many of these strange men and women are really creative and first-rate. We get hawk-men, shark men, lion men, high priests, creatures like dragons, octasacks, orangapoids, and tigrons(oh my!)and many, many other fantastic things. Are all of them believable and first-rate special effects? No way. But for 1936 most are very impressive. The musical score is awesome and the chapter beginnings are well-written, lengthy enough to revitalize viewer memories of the former chapter, and expertly scored. Director Frederick Stephani does a great job piecing everything together wonderfully and creating a worthy film for Alex Raymond's phenom comic strip. Lastly, the acting is pretty good in this serial. All too often serials have either no names with no talent surrounding one or two former talents - here most everyone has some ability. Don't get me wrong, this isn't a Shakespeare troupe by any means, but Buster Crabbe does a workmanlike, likable job as Flash. He is ably aided by Jean Arden, Priscella Lawson, and the rest of the cast in general with two performers standing out. But before I get to those two let me add as another reviewer noted, it must have been amazing for this serial to get by the Hayes Office. I see more flesh on Flash and on Jean Rogers and Priscella Lawson than in movies decades later. The shorts Crabbe(and unfortunately for all of us Professor Zarkov((Frank Shannon)) wears are about as form-fitting a pair of shorts guys can wear. The girls are wearing mid drifts throughout and are absolutely beautiful Jean Rogers may have limited acting talent but she is a blonde bombshell. Lawson is also very sultry and sensuous and beautiful. But for me the two actors that make the serial are Charles Middleton as Ming: officious, sardonic, merciless, and fun. Middleton is a class act. Jack ""Tiny"" Lipson plays King Vultan: boisterous, rousing, hilarious - a symbol for pure joy in life and the every essence of hedonism. Lipson steals each and every scene he is in. The plot meanders here, there, and everywhere - but Flash Gordon is the penultimate serial, space opera, and the basis for loads of science fiction to follow. Excellent!",positive,arguabl finest serial ever madeno argument thu far earthman flash gordon professor zarkov beauti dale arden travel rocket ship anoth univers save planet along way spellbind spectacular actionpack chapter flash friend along new found friend princ barin princ thun awesom king vultan pool resourc togeth fight evil armi merciless ming mongo jealou treacheri daughter priness auranow she car serial cut serial term plot act budget mile ahead area produc univers studio mani former set dispos like laboratori set bride frankenstein opera hous phantom opera name product valu across board advanc humbl opinion costum worn mani strang men women realli creativ firstrat hawkmen shark men lion men high priest creatur like dragon octasack orangapoid tigronsoh myand mani mani fantast thing believ firstrat special effect way impress music score awesom chapter begin wellwritten lengthi enough revit viewer memori former chapter expertli score director frederick stephani great job piec everyth togeth wonder creat worthi alex raymond phenom comic strip lastli act pretti good serial often serial either name talent surround two former talent everyon abil dont wrong isnt shakespear troup mean buster crabb workmanlik likabl job flash abli aid jean arden priscella lawson rest cast gener two perform stand two let add anoth review note must amaz serial hay offic see flesh flash jean roger priscella lawson movi decad later short crabbeand unfortun professor zarkovfrank shannon wear formfit pair short guy wear girl wear mid drift throughout absolut beauti jean roger may limit act talent blond bombshel lawson also sultri sensuou beauti two actor make serial charl middleton ming offici sardon merciless fun middleton class act jack tini lipson play king vultan boister rous hilari symbol pure joy life everi essenc hedon lipson steal everi scene plot meander everywher flash gordon penultim serial space opera basi load scienc fiction follow excel
"I have to say that the events of 9/11 didn't hit me until I saw this documentary. It took me a year to come to grips with the devastation. I was the one who was changing the station on the radio and channel on TV if there was any talk about the towers. I was sick of hearing about it. When this was aired on TV a year and a day later, I was bawling my eyes out. It was the first time I had cried since the attack. I highly recommend this documentary. I am watching it now on TV, 5 years later, and I am still crying over the tragedies. The fact that this contains one of the only video shots of the first plane hitting the tower is amazing. It was an accident, and look where it got them. These two brothers make me want to have been there to help.",positive,say event didnt hit saw documentari took year come grip devast chang station radio channel talk tower sick hear air year day later bawl eye first time cri sinc attack highli recommend documentari watch year later still cri tragedi fact contain video shot first plane hit tower amaz accid look got two brother make want help
"Perfect movies are rare. Even my favorite films tend to have flaws - Rear Window looks a little stagey at times, Chris Elliot's character in Groundhog Day doesn't work, the music score in Best Years of Our Lives is too cheesy, the beginning of Nights of Cabiria is a little too slow - but this film is perfectly executed from start to finish. <br /><br />The script is brilliant, the acting is superb all around (although Reese Witherspoon and Sam Waterston are amazing, the whole cast shines), the directing and the photography are inspired, and the music score is touching without being intrusive (like some Miramax scores that are too manipulative). Every sad moment is truly moving, every light moment makes me smile. This truly is one of the best films I have ever seen and I wish there were more films like it. <br /><br />I am glad that Reese Witherspoon has gone on to stardom after this film, but I am sorry to see that her recent movies are so much more escapist and silly than this serious film which is about real people, real feelings and real problems. Brilliant! A must-see.",positive,perfect movi rare even favorit film tend flaw rear window look littl stagey time chri elliot charact groundhog day doesnt work music score best year live cheesi begin night cabiria littl slow perfectli execut start finish script brilliant act superb around although rees witherspoon sam waterston amaz whole cast shine direct photographi inspir music score touch without intrus like miramax score manipul everi sad moment truli move everi light moment make smile truli best film ever seen wish film like glad rees witherspoon gone stardom sorri see recent movi much escapist silli seriou real peopl real feel real problem brilliant mustse
"This has to be one of the 5 worst movies ever made. The plot looked intriguing like that of Passenger 57. But with the latter movie it somehow worked a lot better. The plot has been worked out in the worst possible way. Just a few of the awful moments in the movie, A flight attendant is standing in the opened doorway of a flying 747 and trying to close the door without being sucked out by the 250 mile per hour winds?!? Thereafter the lands the aircraft from a few miles out starting at 8000 feet, thats impossible even for 747 pilots with thousands of hour experience. When on the runway (perfectly straight of course) she is instructed to pull on the flaps, HUH!! Come on flaps are there to ensure lift at low speeds, when on the runway you use thrust reverse on the engines and give maximum power! I can go on and on about little and mostly big mistakes in the movie, but then my reply would become the size of the English dictionary. This is a movie you want to miss, take my word for it!",negative,worst movi ever made plot look intrigu like passeng latter somehow work lot better plot work worst possibl way aw moment flight attend stand open doorway fli tri close door without suck mile per hour wind thereaft land aircraft mile start feet that imposs even pilot thousand hour experi runway perfectli straight cours instruct pull flap huh come flap ensur lift low speed runway use thrust revers engin give maximum power littl mostli big mistak repli becom size english dictionari want miss take word
"regardless of what anyone says, its a b-movie, and the effects are poorly done.. if you're a vampire fanatic, I suppose it would be OK, not 10 out of 10, you others here cant sincerely mean that?. we are to view this as a movie, not read it as a book, so the effects and characters are important, as well as the story. The story are good, but it doesn't carry the film, no wonder it has a low rating over all. I write this because I chose to see this movie when I saw some good reviews here on IMDb, but got severely disappointed. don't get me wrong, I thought the blade movies was awesome, and loved the underworld movies, but this characters aren't close. the make up on the vampires is poorly done, and the effects are worse. this sucks. I might not have gotten so disappointed if I had not read reviews here that told me how great it was. the reviewers must have had something to do with the production company or something, seriously, if you think this is awesome, you don't care about acting or make up. this is better as a book. 3 out of 10 for an OK story..",negative,regardless anyon say bmovi effect poorli done your vampir fanat suppos other cant sincer mean view read book effect charact import well stori stori good doesnt carri wonder low rate write chose see saw good review imdb got sever disappoint dont wrong thought blade movi awesom love underworld movi charact arent close make vampir poorli done effect wors suck might gotten disappoint read review told great review must someth product compani someth serious think awesom dont care act make better book stori
"I want very much to believe that the above quote (specifically, the English subtitle translation), which was actually written, not spoken, in a rejection letter a publisher sends to the protagonist, was meant to be self-referential in a tongue-in-cheek manner. But if so, director Leos Carax apparently neglected to inform the actors of the true nature of the film. They are all so dreadfully earnest in their portrayals that I have to conclude Carax actually takes himself seriously here, or else has so much disdain for everyone, especially the viewing audience, that he can't be bothered letting anyone in on the joke.<br /><br />Some auteurs are able to get away with making oblique, bizarre films because they do so with élan and unique personal style (e.g., David Lynch and Alejandro Jodorowsky). Others use a subtler approach while still weaving surreal elements into the fabric of the story (e.g., Krzysztof Kieslowski, and David Cronenberg's later, less bizarre works). In Pola X, Carax throws a disjointed mess at the viewer and then dares him to find fault with it. Well, here it is: the pacing is erratic and choppy, in particular continuity is often dispensed with; superfluous characters abound (e.g., the Gypsy mother and child); most of the performances are overwrought; the lighting is often poor, particularly in the oft-discussed sex scene; unconnected scenes are thrust into the film for no discernible reason; and the list goes on.<br /><br />Not to be completely negative, it should be noted that there were some uplifting exceptions. I liked the musical score, even the cacophonous industrial-techno music being played in the sprawling, abandoned complex to which the main characters retreat in the second half of the film (perhaps a reference to Andy Warhol's 'Factory' of the '60s?). Much of the photography of the countryside was beautiful, an obvious attempt at contrast with the grimy city settings. And, even well into middle-age, Cathering Deneuve shows that she still has 'it'. Her performance was also the only one among the major characters that didn't sink into bathos.<br /><br />There was an earlier time when I would regard such films as ""Pola X"" more charitably. Experimentation is admirable, even when the experiment doesn't work. But Carax tries nothing new here; the film is a pastiche of elements borrowed from countless earlier films, and after several decades of movie-viewing and literally thousands of films later, I simply no longer have the patience for this kind of unoriginal, poorly crafted tripe. At this early moment in the 21st century, one is left asking: With the exception of Jean-Pierre Jeunet, are there *any* directors in France who know how to make a watchable movie anymore? Rating: 3/10.",negative,want much believ quot specif english subtitl translat actual written spoken reject letter publish send protagonist meant selfreferenti tongueincheek manner director leo carax appar neglect inform actor true natur dread earnest portray conclud carax actual take serious els much disdain everyon especi view audienc cant bother let anyon joke auteur abl away make obliqu bizarr film lan uniqu person style david lynch alejandro jodorowski other use subtler approach still weav surreal element fabric stori krzysztof kieslowski david cronenberg later less bizarr work pola carax throw disjoint mess viewer dare find fault well pace errat choppi particular continu often dispens superflu charact abound gypsi mother child perform overwrought light often poor particularli oftdiscuss sex scene unconnect scene thrust discern reason list goe complet neg note uplift except like music score even cacophon industrialtechno music play sprawl abandon complex main charact retreat second half perhap refer andi warhol factori much photographi countrysid beauti obviou attempt contrast grimi citi set even well middleag cather deneuv show still perform also among major charact didnt sink batho earlier time regard film pola charit experiment admir even experi doesnt work carax tri noth new pastich element borrow countless earlier film sever decad movieview liter thousand film later simpli longer patienc kind unorigin poorli craft tripe earli moment centuri left ask except jeanpierr jeunet director franc know make watchabl anymor rate
"It's hard to praise this film much. The CGI for the dragon was well done, but lacked proper modelling for light and shadow. Also, the same footage is used endlessly of the dragon stomping through corridors which becomes slightly tedious.<br /><br />I was amazed to see ""Marcus Aurelius"" in the acting credits, wondering what an ex-Emperor of the Roman Empire was doing acting in this film! Like ""Whoopie Goldberg"" it must be an alias, and can one blame him for using one if he appears in this stinker.<br /><br />The story might been interesting, but the acting is flat, and direction is tedious. If you MUST watch this film, go around to your friend's house and get drunk while doing so - then it'll be enjoyable.",negative,hard prais much cgi dragon well done lack proper model light shadow also footag use endlessli dragon stomp corridor becom slightli tediou amaz see marcu aureliu act credit wonder exemperor roman empir act like whoopi goldberg must alia blame use appear stinker stori might interest act flat direct tediou must watch around friend hous drunk itll enjoy
"I remember going to see the movie in the summer of '78 with my parents, and being pretty into it at the time. Of course, I was seven at the time.<br /><br />Right before the Jackson movies came out, my wife and I rented this movie since she had never seen it and I was feeling nostalgic.<br /><br />Ralph Bakshi ran out of money about mid-way through the animation process for this movie, and was forced to drastically cut corners on this production. Since this movie was done primarily with rotoscoping, the animation technique for people on a budget, this is saying something. Much of this movie is animation only in the very loosest sense of the word. There are some scenes which are very obviously just people standing in front of a screen, with maybe some animation effects superimposed on top of them.<br /><br />Because of budget constraints, the movie -- already a compression of ""The Fellowship of the Rings"" and part of ""The Two Towers"" -- was pared down even more. What you get is sort of like a film-strip version of the Cliff Notes of the books.<br /><br />Its not all bad, though, the animation brings a warmth to it, that I found lacking in the Jackson movies. Its nice to imagine what it could have been like with decent funding.<br /><br />This movie is also noteworthy for having the sequel which never came. Several years later, a half-hearted half-hour long TV special was aired, which was meant to wrap things up. All I will say about that is that it was a musical.",negative,rememb go see summer parent pretti time cours seven time right jackson movi came wife rent sinc never seen feel nostalg ralph bakshi ran money midway anim process forc drastic cut corner product sinc done primarili rotoscop anim techniqu peopl budget say someth much anim loosest sens word scene obvious peopl stand front screen mayb anim effect superimpos top budget constraint alreadi compress fellowship ring part two tower pare even sort like filmstrip version cliff note book bad though anim bring warmth found lack jackson movi nice imagin could like decent fund also noteworthi sequel never came sever year later halfheart halfhour long special air meant wrap thing say music
"Just finished watching 2FTM. The trailers intrigued me so much I actually went to see it on opening weekend, something I never do. Needless to say I was very disappointed. The story has so much potential and it's frustrating to see it get screwed up. I really feel the problem with the movie was the directing and Matthew McConaughey. First off I am not a MM hater, I thought he was awesome in both Reign of Fire and Lone Star. I enjoyed his performance in those movies without having to see him with his shirt off 3-4 times. Yes we all get it that he a good-looking guy with a nice body, but I think most people knew this 10 years ago when he came on the scene in A Time to Kill. Showing him with his shirt off pumping iron like a sweaty madman 3-4 times in the movie is totally unnecessary. I think one time would have been sufficient. It wouldn't surprise me if they threw those unnecessary scenes in so girlfriends and wives would be willing to tag along with their significant other, no woman wants to see a movie about sports gambling, unless......Enough about that, let's get into his role. I feel his acting was very forced and he didn't seem very comfortable. I know his character was supposed to be this charming southerner, but his lines were corny and cheesy. It was almost like he was referencing Days and Confused lines a few times! In short, I didn't like his character even though I was supposed to. The accent, his shirt off, corny pick up lines, weak sales pitches. His character was just too much of a tool, as Brandon or Jonathan. Pacino and Assante were great, but that' no surprise. Piven is fun to watch as Arie....oooops I mean Jerry. I just feel this movie was very commercial and put together poorly. It's insulting that they could take a great story, and throw in crap ingredients to try and make it a box office success. 1. Cool story that appeals to the male man 2. Hunky Hollywood actor for female women (make sure he has numerous scenes with shirt off lifting weights) 3. Al Pacino with 4 great speech scenes, and 25 great one liners 3. Every character shall be dressed in thousand dollars suites and have an extremely dark tan 4. Jeremy Piven to play the same character he did in Entourage and Old School 4. Throw in Armand Assante to seal the deal 5. Plot, good writing, character development, and intelligent casting are unnecessary<br /><br />This will be good enough for most people, but not me! Anybody who disagrees with me, ask your self this. Would this movie be much better if: A. Directed by Sodeberg B. DeCaprio or Ed Norton as Brandon instead of MM<br /><br />I will probably be part of the minority in thinking this movie sucks. I realized this when the woman next to me started crying during the ridiculous ending scene of Pacino shedding a fake tear while embracing Russo. The financial success of this movie will ensure one thing. The movie going public gets what the movie going public wants, big budget crapola.",negative,finish watch ftm trailer intrigu much actual went see open weekend someth never needless say disappoint stori much potenti frustrat see screw realli feel problem direct matthew mcconaughey first hater thought awesom reign fire lone star enjoy perform movi without see shirt time ye goodlook guy nice bodi think peopl knew year ago came scene time kill show shirt pump iron like sweati madman time total unnecessari think time suffici wouldnt surpris threw unnecessari scene girlfriend wive will tag along signific woman want see sport gambl unlessenough let role feel act forc didnt seem comfort know charact suppos charm southern line corni cheesi almost like referenc day confus line time short didnt like charact even though suppos accent shirt corni pick line weak sale pitch charact much tool brandon jonathan pacino assant great surpris piven fun watch arieoooop mean jerri feel commerci put togeth poorli insult could take great stori throw crap ingredi tri make box offic success cool stori appeal male man hunki hollywood actor femal women make sure numer scene shirt lift weight pacino great speech scene great liner everi charact shall dress thousand dollar suit extrem dark tan jeremi piven play charact entourag old school throw armand assant seal deal plot good write charact develop intellig cast unnecessari good enough peopl anybodi disagre ask self much better direct sodeberg decaprio norton brandon instead probabl part minor think suck realiz woman next start cri ridicul end scene pacino shed fake tear embrac russo financi success ensur thing go public get go public want big budget crapola
"I was watching the sci-fi channel when this steaming pile of crap came on. While not as bad as Wynorski's ""Curse of the Komodo"", this still sucks...BAD. Wynorski uses the same island as in ""Curse of the Komodo"", as well as the same actors and house. The effects are top notch (suprising) but thats about it........I don't know what else to say about this movie.......oh yeah! As in ""Curse of the Komodo"", the government gets involved and decides to bomb the island! Also....when i saw this part i laughed hysterically...A KOMANBRA!!! (part man, komodo AND cobra!). Overall this movie is utter crap even on bad movie standards. Just remember if Jim Wynorski had anything to do with a movie....steer clear....to avoid from falling asleep keep repeating ""It's almost over..it's almost over..."". 0 out of 5.",negative,watch scifi channel steam pile crap came bad wynorski curs komodo still sucksbad wynorski use island curs komodo well actor hous effect top notch supris that iti dont know els say movieoh yeah curs komodo govern get involv decid bomb island alsowhen saw part laugh hystericallya komanbra part man komodo cobra overal utter crap even bad standard rememb jim wynorski anyth moviest clearto avoid fall asleep keep repeat almost overit almost
"I only heard about Driving Lessons through the ITV adverts, and to be honest, I didn't know how much I would like it. I switched on the TV last night and was totally surprised. Driving Lessons is a modest, simple film which draws you in right from the start. Rupert Grint plays the part of socially awkward teenager Ben brilliantly. He's definitely one to look out for in the future. Dame Eve Walton is played by the fabulous Julie Walters. I loved the simple plot and the way the actors portrayed their characters with great sensitivity. The highlight of the film, for me was Evie's rather colourful poem. It shows how friendships can form between the most unlikely pairs. In my opinion, watching Driving Lessons is a great way to spend 2 hours. The scenery was also striking, especially the countryside. Anyone who can call this sparkling comedy forgettable, I strongly disagree with",positive,heard drive lesson itv advert honest didnt know much like switch last night total surpris drive lesson modest simpl draw right start rupert grint play part social awkward teenag ben brilliantli he definit look futur dame eve walton play fabul juli walter love simpl plot way actor portray charact great sensit highlight evi rather colour poem show friendship form unlik pair opinion watch drive lesson great way spend hour sceneri also strike especi countrysid anyon call sparkl comedi forgett strongli disagre
"For Greta Garbo's first talking picture, MGM wisely chose Eugene O'Neill's Pultizer Prize winning 1921 play ANNA Christie. <br /><br />Also wisely, the producers backed Garbo up with not one but two members of the Original Broadway Cast (George Marion as Anna's father, Chris, and James T. Mack as Johnny the Priest - transmuted to ""Johnny the Harp"" for films so as not to offend). <br /><br />This little change is interesting. Like too many films accused (by those who want MOVIES to be MOVIES and ignore their origins) of being ""little more than filmed stage plays,"" the problem is not the play but the movie makers who wouldn't be more faithful to the property. By diluting a great cinematic stage work so it wouldn't offend anyone, or opening it up because they COULD, too many lose the very qualities which made the piece worth filming in the first place. <br /><br />Fortunately, the respect the studio had for both O'Neill and Garbo allowed ANNA Christie to survive the normally destructive process admirably in Frances Marion's generally sensitive screen adaptation. Wonder of wonders, Marion even allows the POINT of the scene where Garbo's Anna reveals her past on ""the farm"" to the man she badly wants to marry and the father who sent her there in tact! What the League of Decency must have thought of that! <br /><br />The source play's greatest problem has always been that Chris's friend Marthy tends to walk away with the first act and then disappears from the last two so that Anna can take stage - the two sides of the genuinely good woman men don't always recognize. <br /><br />The perfectly cast Marie Dressler (who had cut her teeth on the Broadway stage as well before going to Hollywood) is the perfect balance for Garbo's Anna in this area as well and the fast moving film at only 90 minutes, doesn't allow us too much time to miss her - one of the few benefits from atmosphere being shown rather than eloquently described in the original - AND screenwriter Marion is wise enough to stray from O'Neill to bring Dressler back for a touching scene two thirds of the way through the film that will remind many of Julie Laverne's second act appearance in SHOW BOAT. <br /><br />Anna and Marthy's early scene together on screen (16 minutes into the film) taking each other's measure and setting up all the tension of the rest of the story is among the most affecting scenes in the entire piece. Not to be missed. <br /><br />ANNA Christie is great tragic play and a good film drama. It's hard to imagine that a latter day remake, which would almost certainly lose the grit and atmosphere of this 1930 remake (it was first filmed without sound in 1923 - also with George Marion's original Broadway Chris) could improve on this excellent filming. <br /><br />The internal scenes hew closest to the play, but the exteriors shouldn't be missed by anyone with an eye to atmosphere. While the background screen work is not to modern technical standards, the backgrounds give a better glimpse than most films of the era of the actual world in which the screen play is set (especially in the New York harbor).<br /><br />Nearly all Garbo's naturalistic performances of the sound era have held up superbly (only the too often parodied death scene from CAMILLE, 7 years later, will occasionally draw snickers because of the heavy handed direction and the parodies), but this ANNA Christie, together with the variety of her 1932 films, MATA HARI and GRAND HOTEL, and the sublime Lubitsch touch on her 1939 comedy, NINOTCHKA (""Garbo laughs!""), surely stand as her best.<br /><br />O'Neill fans who are taken with this play at the edge of his lauded ""sea plays,"" should track down the fine World War II shaped film released in the year before the U.S. entered the conflict, THE LONG VOYAGE HOME (1940). It is almost as skillfully drawn from those sea plays as this one is from ANNA Christie, and features a youngish John Wayne in one of his rare non-Westerns supporting a fine cast of veteran actors showing him the way.",positive,greta garbo first talk pictur mgm wise chose eugen oneil pultiz prize win play anna christi also wise produc back garbo two member origin broadway cast georg marion anna father chri jame mack johnni priest transmut johnni harp film offend littl chang interest like mani film accus want movi movi ignor origin littl film stage play problem play maker wouldnt faith properti dilut great cinemat stage work wouldnt offend anyon open could mani lose qualiti made piec worth film first place fortun respect studio oneil garbo allow anna christi surviv normal destruct process admir franc marion gener sensit screen adapt wonder wonder marion even allow point scene garbo anna reveal past farm man badli want marri father sent tact leagu decenc must thought sourc play greatest problem alway chriss friend marthi tend walk away first act disappear last two anna take stage two side genuin good woman men dont alway recogn perfectli cast mari dressler cut teeth broadway stage well go hollywood perfect balanc garbo anna area well fast move minut doesnt allow much time miss benefit atmospher shown rather eloqu describ origin screenwrit marion wise enough stray oneil bring dressler back touch scene two third way remind mani juli lavern second act appear show boat anna marthi earli scene togeth screen minut take other measur set tension rest stori among affect scene entir piec miss anna christi great tragic play good drama hard imagin latter day remak almost certainli lose grit atmospher remak first film without sound also georg marion origin broadway chri could improv excel film intern scene hew closest play exterior shouldnt miss anyon eye atmospher background screen work modern technic standard background give better glimps film era actual world screen play set especi new york harbor nearli garbo naturalist perform sound era held superbl often parodi death scene camil year later occasion draw snicker heavi hand direct parodi anna christi togeth varieti film mata hari grand hotel sublim lubitsch touch comedi ninotchka garbo laugh sure stand best oneil fan taken play edg laud sea play track fine world war shape releas year enter conflict long voyag home almost skill drawn sea play anna christi featur youngish john wayn rare nonwestern support fine cast veteran actor show way
"Let me set the scene. It is the school holidays and there is absolutely nothing at the movies. I am with my friend deciding what to see. We look for a movie that is starting soon and ""The Grinch"" comes up. We buy tickets not knowing what to expect. What we got was a roller coaster of fun.<br /><br />Jim Carrey (who may I add is my No.1 actor in the whole world) was absolutely magnificent as the Grinch in this Ron Howard's best movie (next to Apollo 13). The way that this movie was made, the scenery, the actors, the props and the music was just amazing. It really brought this childhood movie to life.<br /><br />The story is based upon the story of the grinch. As we all know the Grinch is a horrible person who just can't stand christmas. He lives high above whoville and has never mingled well with the townfolk. But one little girl is going to change The Grinch's look on life and on others in a drastic way.<br /><br />Cindy Lou Who (played by adorable new actress Taylor Momsem) meets the Grinch as finds the kind part of him straight away. She attempts to break the barrier and to help the Grinch move in and mingle with the towns people.<br /><br />All up this movie is a barrel of laughs for the whole family both kids and parents. A SOLID 10/10. Well done Jim.<br /><br />",positive,let set scene school holiday absolut noth movi friend decid see look start soon grinch come buy ticket know expect got roller coaster fun jim carrey may add actor whole world absolut magnific grinch ron howard best next apollo way made sceneri actor prop music amaz realli brought childhood life stori base upon stori grinch know grinch horribl person cant stand christma live high whovil never mingl well townfolk littl girl go chang grinch look life other drastic way cindi lou play ador new actress taylor momsem meet grinch find kind part straight away attempt break barrier help grinch move mingl town peopl barrel laugh whole famili kid parent solid well done jim
"As a long-time fan of all the Star Trek series,I found this a disappointing episode, and I wonder if the liberal use of ""flashbacks"" featuring Will Riker's exploits, both positive (and largely romantic) and negative (lots of pain, and a crewmate's death)was a money-saving device, as were many of their ""bottle shows"" (episodes in which all scenes take place on the Enterprise). Diana Muldaur(who also appeared at least twice on the original series) deserved a better final appearance than this for her character, Dr. Kate Pulaski. Loyal viewers (in the Star Trek world, is there any other kind?) also were shortchanged. This was the last episode of second season; thus, the season ended ""not with a bang"" but with ""a whimper.""",negative,longtim fan star trek seriesi found disappoint episod wonder liber use flashback featur riker exploit posit larg romant neg lot pain crewmat deathwa moneysav devic mani bottl show episod scene take place enterpris diana muldaurwho also appear least twice origin seri deserv better final appear charact kate pulaski loyal viewer star trek world kind also shortchang last episod second season thu season end bang whimper
"This TV-series was one of the ones I loved when I was a kid. Even though I see it now through the pink-shaded glasses of nostalgia, I can still tell it was a quality show, very educational but still funny. I have not seen the original French version, only the Swedish. I have no idea how good the dubbing was, it was too long ago to remember.<br /><br />The premise of the show was to show you how the body works. I swear, school still hasn't taught me half of what I know from this show. It also tied in other things, like what happens if you eat unhealthy food and don't exercise, with nice examples within the body. Who wants to have another bar of chocolate when you know miniature virus tanks can invade you? :D The cartoon looked nice, very kids friendly of course, but done with care. Cells, viruses, electric signals in the brain, antibodies and everything else are represented by smiling cartoon figures, looking pretty much how you'd expect what they should look like in the animated body.<br /><br />This, and the series about history(especially the environmentally scary finale) were key parts of my childhood. I'm so happy I found them here.",positive,tvseri one love kid even though see pinkshad glass nostalgia still tell qualiti show educ still funni seen origin french version swedish idea good dub long ago rememb premis show show bodi work swear school still hasnt taught half know show also tie thing like happen eat unhealthi food dont exercis nice exampl within bodi want anoth bar chocol know miniatur viru tank invad cartoon look nice kid friendli cours done care cell virus electr signal brain antibodi everyth els repres smile cartoon figur look pretti much youd expect look like anim bodi seri historyespeci environment scari final key part childhood happi found
